id,title,artist,album,duration,release_date,label,link,lyrics_author,music_author,created_at,genre_1,genre_2,genre_3,genre_4,genre_5,parent_link,source_type,yandex_id,album_processed,chart_position,music_author_canonical,lyrics_author_canonical,author_check_status
23923,"Налей мне (Uma2rman ""Звёзды считают нас"")",Леонид Агутин,"Налей мне (Uma2rman ""Звёзды считают нас"")",04:42,19.02.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/148199703,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:31.411916+00,rusestrada,,,,,,rusestrada,,true,,,,pending
23924,"Объясни мне (Uma2rman ""Звёзды считают нас"")",ZOLOTO,"Объясни мне (Uma2rman ""Звёзды считают нас"")",02:22,26.02.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/148453126,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:31.513027+00,ruspop,,,,,,,,true,,,,pending
23925,"Не позвонишь (Uma2rman ""Звёзды считают нас"")",NANSI & SIDOROV,"Не позвонишь (Uma2rman ""Звёзды считают нас"")",02:39,12.03.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/148870171,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:31.672549+00,ruspop,,,,,,,,true,,,,pending
23926,"Всё получится (Uma2rman ""Звёзды считают нас"")",NYUSHA,"Всё получится (Uma2rman ""Звёзды считают нас"")",02:36,05.03.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/148729634,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:31.778371+00,ruspop,,,,,,,,true,,,,pending
23927,"Прасковья (Uma2rman ""Звёзды считают нас"")",Антоха МС,"Прасковья (Uma2rman ""Звёзды считают нас"")",04:25,19.03.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/149151889,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:31.891236+00,local-indie,,,,,,,,true,,,,pending
23928,"ни кола, ни дачки (Uma2rman ""Звёзды считают нас"")","Никита Пресняков, Multiverse","ни кола, ни дачки (Uma2rman ""Звёзды считают нас"")",03:48,26.03.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/149574853,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:31.991304+00,pop,,,,,,,,true,,,,pending
23929,"Теннис (Uma2rman ""Звёзды считают нас"")",Фейгин,"Uma2rman «Звёзды считают нас», часть II",03:24,02.04.2026 (2026),Velvet Music,https://music.yandex.ru/album/41349311/track/149723873,Кристовский Владимир,Кристовский Владимир,2026-04-16 09:45:32.109222+00,ruspop,,,,,,,,true,,,,pending
24108,Лес (OST «Король и Шут. Навсегда»),"Андрей Князев, Алексей Горшенёв, КняZz","Саундтрек фильма ""Король и Шут. Навсегда""",03:23,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080067,Князев Андрей,Горшенёв Михаил «Горшок»,2026-04-16 09:46:54.809378+00,rusrock,,,,,,,,true,,,,pending
24109,Ром (OST «Король и Шут. Навсегда»),Андрей Князев,"Саундтрек фильма ""Король и Шут. Навсегда""",04:32,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080068,Князев Андрей,Князев Андрей,2026-04-16 09:46:54.938335+00,rusrock,,,,,,,,true,,,,pending
24110,Фокусник (OST «Король и Шут. Навсегда»),Король и Шут,"Саундтрек фильма ""Король и Шут. Навсегда""",03:37,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080069,Князев Андрей,Горшенёв Михаил «Горшок»,2026-04-16 09:46:55.036115+00,punk,,,,,,,,true,,,,pending
24111,Отражение (OST «Король и Шут. Навсегда»),Король и Шут,"Саундтрек фильма ""Король и Шут. Навсегда""",05:35,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080070,Князев Андрей,Горшенёв Михаил «Горшок»,2026-04-16 09:46:55.175472+00,punk,,,,,,,,true,,,,pending
24112,Защитники (OST «Король и Шут. Навсегда»),Король и Шут,"Саундтрек фильма ""Король и Шут. Навсегда""",03:15,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080071,Горшенёв Михаил «Горшок»,Горшенёв Михаил «Горшок»,2026-04-16 09:46:55.294799+00,punk,,,,,,,,true,,,,pending
24113,Лесник (OST «Король и Шут. Навсегда»),Король и Шут,"Саундтрек фильма ""Король и Шут. Навсегда""",03:37,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080072,Князев Андрей,Горшенёв Михаил «Горшок»,2026-04-16 09:46:55.419756+00,punk,,,,,,,,true,,,,pending
24114,Ведьма и осёл (OST «Король и Шут. Навсегда»),The Hatters,"Саундтрек фильма ""Король и Шут. Навсегда""",03:19,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080073,Князев Андрей,Князев Андрей,2026-04-16 09:46:55.538647+00,allrock,,,,,,,,true,,,,pending
24115,Мёртвый анархист (OST «Король и Шут. Навсегда»),Jane Air,"Саундтрек фильма ""Король и Шут. Навсегда""",03:37,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080074,Князев Андрей,Горшенёв Михаил «Горшок»,2026-04-16 09:46:55.686699+00,numetal,,,,,,,,true,,,,pending
24116,Воспоминание о былой любви [OST «Король и Шут. Навсегда»],"KÜMAÏ, Nekro Gri","Саундтрек фильма ""Король и Шут. Навсегда""",03:58,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080075,Князев Андрей,Горшенёв Михаил «Горшок»,2026-04-16 09:46:55.80157+00,soundtrack,,,,,,,,true,,,,pending
24117,Der tote anarchist (zombi cover) (OST «Король и Шут. Навсегда»),Jane Air,"Саундтрек фильма ""Король и Шут. Навсегда""",02:16,07.04.2026 (2026),Союз Мьюзик,https://music.yandex.ru/album/41501159/track/150080076,Лисов Антон,Горшенёв Михаил «Горшок»,2026-04-16 09:46:55.924447+00,numetal,,,,,,,,true,,,,pending
24180,Зодиак,Ёлка,Надо Проще,03:24,26.03.2026 (2026),Media Land,https://music.yandex.ru/album/41234182/track/147582996,Ануси Рожден,Ануси Рожден,2026-04-16 09:47:05.78543+00,ruspop,,,,,,,,true,,,,pending
24181,В этом городе,Ёлка,Надо Проще,03:47,26.03.2026 (2026),Media Land,https://music.yandex.ru/album/41234182/track/149452654,Ануси Рожден,Ануси Рожден,2026-04-16 09:47:05.894931+00,ruspop,,,,,,,,true,,,,pending
24182,Проще,Ёлка,Надо Проще,03:22,26.03.2026 (2026),Media Land,https://music.yandex.ru/album/41234182/track/149452655,Ануси Рожден,Ануси Рожден,2026-04-16 09:47:06.013464+00,ruspop,,,,,,,,true,,,,pending
24246,ОДИНОКАЯ СКУПАЯ,SQWOZ BAB,WOMANIZER,02:47,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148910853,Мингазов Марат Фирдусович,"Колосовский Илья Сергеевич, Савватин Александр Александрович, Мингазов Марат Фирдусович",2026-04-16 09:47:55.475585+00,rusrap,,,,,,,,true,,,,pending
24249,НОЧНУШКА,SQWOZ BAB,WOMANIZER,02:49,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148910855,Мингазов Марат Фирдусович,"Колосовский Илья Сергеевич, Савватин Александр Александрович, Кавленас Вячеслав Александрович",2026-04-16 09:47:55.81872+00,rusrap,,,,,,,,true,,,,pending
24250,ПАКЕТ,SQWOZ BAB,WOMANIZER,03:29,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148587426,Мингазов Марат Фирдусович,Савватин Александр Александрович,2026-04-16 09:47:55.950227+00,rusrap,,,,,,,,true,,,,pending
24251,"VISA RUN🔞 ",SQWOZ BAB,WOMANIZER,01:53,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148910856,Мингазов Марат Фирдусович,Шведов Валерий,2026-04-16 09:47:56.060845+00,rusrap,,,,,,,,true,,,,pending
24252,"МИНИВЭН🔞 ",SQWOZ BAB,WOMANIZER,02:13,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148910857,Мингазов Марат Фирдусович,Мингазов Марат Фирдусович,2026-04-16 09:47:56.17346+00,rusrap,,,,,,,,true,,,,pending
24253,ДЕНЮЖКИ,"SQWOZ BAB, Воровайки",WOMANIZER,02:59,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148910858,Мингазов Марат Фирдусович,"Савватин Александр Александрович, Мингазов Марат Фирдусович",2026-04-16 09:47:56.284773+00,rusrap,,,,,,,,true,,,,pending
24254,ДОМОЙ,"SQWOZ BAB, Lida",WOMANIZER,02:19,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148910860,"Мингазов Марат Фирдусович, Ромадов Николай Вячеславович",Игошин Павел,2026-04-16 09:47:56.418764+00,rusrap,,,,,,,,true,,,,pending
24255,MONEY MO,SQWOZ BAB,WOMANIZER,02:13,12.03.2026 (2026),SQWOZ BAB,https://music.yandex.ru/album/40986503/track/148910862,Мингазов Марат Фирдусович,Мингазов Марат Фирдусович,2026-04-16 09:47:56.554029+00,rusrap,,,,,,,,true,,,,pending
24627,365,Therr Maitz,365,05:11,05.05.2016 (2016),Therr Maitz,https://music.yandex.ru/album/30403786/track/31385804,"Беляев Антон, Жук Виктория",Беляев Антон,2026-04-16 09:50:36.150472+00,local-indie,,,,,,,,true,,,,pending
24628,Get Down,Sollar,Волшебник,01:26,10.10.2019 (2019),Neopoleon,https://music.yandex.ru/album/8968935/track/25334034,,"Федотов Артем, Морсков Михаил Геннадьевич, Федотов Артем (SOLLAR)",2026-04-16 09:50:36.150472+00,pop,,,,,,,,true,,,,pending
24629,Любимка,NILETTO,Любимка,03:39,02.05.2019 (2019),Zion Music,https://music.yandex.ru/album/7373129/track/52380688,Прытков Данил,Попов Андрей Сергеевич,2026-04-16 09:50:36.150472+00,ruspop,,,,,,,,true,,,,pending
24630,Untitled Upon Request,MyHoliday,Rain,04:44,26.04.2018 (2018),Mars,https://music.yandex.ru/album/5255029/track/40131113,"Дубовик Денис, Щербина Алена","Дубовик Денис, Харитонова Ксения",2026-04-16 09:50:36.150472+00,electronics,,,,,,,,true,,,,pending
24631,Tonika,MyHoliday,Rain,04:46,26.04.2018 (2018),Mars,https://music.yandex.ru/album/5255029/track/40131110,Щербина Алена,"Щербина Алена, Дубовик Денис",2026-04-16 09:50:36.150472+00,electronics,,,,,,,,true,,,,pending
24632,Plant,MyHoliday,Rain,04:28,26.04.2018 (2018),Mars,https://music.yandex.ru/album/5255029/track/40131108,Щербина Алена,Дубовик Денис,2026-04-16 09:50:36.150472+00,electronics,,,,,,,,true,,,,pending
24633,Dark Summer,MyHoliday,Rain,03:23,26.04.2018 (2018),Mars,https://music.yandex.ru/album/5255029/track/40131106,"Дубовик Денис, Щербина Алена","Дубовик Денис, Харитонова Ксения",2026-04-16 09:50:36.150472+00,electronics,,,,,,,,true,,,,pending
24634,Siren Song,MARUV,Siren Song,02:51,12.02.2019 (2019),Warner Music Records,https://music.yandex.ru/album/6858756/track/49869545,"Попелюх Анна Борисовна, Anna Popelyuh","Попелюх Анна Борисовна, Anna Popelyuh",2026-04-16 09:50:36.150472+00,pop,,,,,,,,true,,,,pending
24635,Лови,Margosha,Лови,04:28,16.09.2020 (2020),Gentle,https://music.yandex.ru/album/12051377/track/71010507,Маргарита Петракова,,2026-04-16 09:50:36.150472+00,ruspop,,,,,,,,true,,,,pending
24636,Simply Falling,Iyeoka,Simply Falling,03:00,17.09.2015 (2015),Студия СОЮЗ,https://music.yandex.ru/album/2959583/track/25155391,,,2026-04-16 09:50:36.150472+00,soul,,,,,,,,true,,,,pending
24637,Epilogue,Evgeny Grinko,Tiny Mouse Tales,02:52,05.07.2018 (2018),"GRINKO, Nettwerk",https://music.yandex.ru/album/5445320/track/41529449,,Гринко Евгений,2026-04-16 09:50:36.150472+00,local-indie,,,,,,,,true,,,,pending
25243,Все простится,"Костя Кулясов, АнимациЯ",Продано не всЁ,03:45,31.12.2012 (2013),Navigator Records,https://music.yandex.ru/album/1110198/track/10267569,,,2026-04-16 09:54:59.89402+00,rusrock,,,,,,,,true,,,,pending
25245,Проститься,Uma2rman,В городе N,04:59,22.09.2004 (2004),Velvet Music,https://music.yandex.ru/album/10059/track/42981726,"Кристовский В.Е., Кристовский Владимир Евгеньевич","Кристовский В.Е., Кристовский Владимир Евгеньевич",2026-04-16 09:55:00.130565+00,rusrock,,,,,,,,true,,,,pending
25246,"Я хочу🔞 ",Grivina,Я хочу,03:04,01.03.2018 (2018),Warner Music Russia,https://music.yandex.ru/album/5090833/track/39097562,"Вейсов Фархад Фархадович, D. B. Gaziev","Вейсов Фархад Фархадович, D. B. Gaziev, Mazlum Farrukh Ogly Veisov",2026-04-16 09:55:00.238443+00,ruspop,,,,,,,,true,,,,pending
25247,К чёрту любовь,LOBODA,К чёрту любовь,03:33,08.09.2016 (2016),Koala Music,https://music.yandex.ru/album/3191928/track/31115224,Малашкин Олег Владимирович,Малашкин Олег Владимирович,2026-04-16 09:55:00.35059+00,ruspop,,,,,,,,true,,,,pending
